;;;;;;;;;;;;;;;;;;;
Encuesta;Periodo;Indicadores;Nacional;Área;;Sexo;;;;;;;;;;;;;
;;;Total;Urbana;Rural;Hombre;Mujer;;;;;;;;;;;;
ENEMDU*;nov-20;Desempleo Cesante; 374.618 ; 338.398 ;36.220; 197.687 ; 176.930 ;;;;;;;;;;;;
ENEMDU*;nov-20;Desempleo Nuevo;85.728;74.168;11.559;36.132;49.596;;;;;;;;;;;;
ENEMDU*;nov-20;Población Económicamente Inactiva; 4.400.485 ; 3.383.009 ; 1.017.476 ; 1.342.938 ; 3.057.547 ;;;;;;;;;;;;
ENEMDU*;dic-20;Población Total; 17.695.545 ; 12.063.706 ; 5.631.839 ; 8.661.174 ; 9.034.371 ;;;;;;;;;;;;
ENEMDU*;dic-20;Población menor de 15 años; 5.121.746 ; 3.300.550 ; 1.821.196 ; 2.511.146 ; 2.610.600 ;;;;;;;;;;;;
ENEMDU*;dic-20;Población en Edad de Trabajar (PET); 12.573.799 ; 8.763.156 ; 3.810.643 ; 6.150.028 ; 6.423.771 ;;;;;;;;;;;;
ENEMDU*;dic-20;Población Económicamente Activa; 8.084.191 ; 5.358.909 ; 2.725.282 ; 4.736.649 ; 3.347.541 ;;;;;;;;;;;;
ENEMDU*;dic-20;Empleo; 7.687.687 ; 5.035.951 ; 2.651.736 ; 4.566.470 ; 3.121.217 ;;;;;;;;;;;;
ENEMDU*;dic-20;Empleo Adecuado/Pleno; 2.458.516 ; 1.993.494 ; 465.022 ; 1.672.464 ; 786.052 ;;;;;;;;;;;;
ENEMDU*;dic-20;Subempleo; 1.847.631 ; 1.297.291 ; 550.340 ; 1.165.174 ; 682.457 ;;;;;;;;;;;;
ENEMDU*;dic-20;Subempleo por insuficiencia de tiempo de trabajo; 1.637.545 ; 1.166.654 ; 470.891 ; 1.002.573 ; 634.972 ;;;;;;;;;;;;
ENEMDU*;dic-20;Subempleo por insuficiencia de ingresos; 210.085 ;130.636;79.449;162.601;47.485;;;;;;;;;;;;
ENEMDU*;dic-20;Empleo no remunerado; 1.028.848 ; 295.218 ; 733.630 ; 364.579 ; 664.270 ;;;;;;;;;;;;
ENEMDU*;dic-20;Otro Empleo no pleno; 2.282.616 ; 1.384.416 ; 898.200 ; 1.324.118 ; 958.499 ;;;;;;;;;;;;
ENEMDU*;dic-20;Empleo no clasificado;70.075;65.532;4.544;40.136;29.939;;;;;;;;;;;;
ENEMDU*;dic-20;Desempleo; 396.504 ; 322.958 ;73.546; 170.180 ; 226.324 ;;;;;;;;;;;;
ENEMDU*;dic-20;Desempleo Abierto; 320.746 ; 267.127 ;53.618; 133.426 ; 187.320 ;;;;;;;;;;;;
ENEMDU*;dic-20;Desempleo Oculto;75.758;55.831;19.928;36.754;39.005;;;;;;;;;;;;
ENEMDU*;dic-20;Desempleo Cesante; 253.035 ; 211.315 ;41.720; 113.799 ; 139.236 ;;;;;;;;;;;;
ENEMDU*;dic-20;Desempleo Nuevo;143.469;111.643;31.826;56.380;87.089;;;;;;;;;;;;
ENEMDU*;dic-20;Población Económicamente Inactiva; 4.489.608 ; 3.404.247 ; 1.085.361 ; 1.413.379 ; 3.076.230 ;;;;;;;;;;;;
ENEMDU*;ene-21;Población Total; 17.715.615 ; 12.077.386 ; 5.638.229 ; 8.670.997 ; 9.044.618 ;;;;;;;;;;;;
ENEMDU*;ene-21;Población menor de 15 años; 5.127.554 ; 3.304.292 ; 1.823.262 ; 2.513.994 ; 2.613.560 ;;;;;;;;;;;;
ENEMDU*;ene-21;Población en Edad de Trabajar (PET); 12.588.061 ; 8.773.094 ; 3.814.967 ; 6.157.003 ; 6.431.058 ;;;;;;;;;;;;
ENEMDU*;ene-21;Población Económicamente Activa; 8.346.101 ; 5.429.731 ; 2.916.370 ; 4.847.023 ; 3.499.078 ;;;;;;;;;;;;
ENEMDU*;ene-21;Empleo; 7.900.929 ; 5.052.499 ; 2.848.431 ; 4.632.784 ; 3.268.146 ;;;;;;;;;;;;
ENEMDU*;ene-21;Empleo Adecuado/Pleno; 2.671.030 ; 2.206.151 ; 464.879 ; 1.797.577 ; 873.453 ;;;;;;;;;;;;
ENEMDU*;ene-21;Subempleo; 1.880.451 ; 1.225.634 ; 654.816 ; 1.180.210 ; 700.241 ;;;;;;;;;;;;
ENEMDU*;ene-21;Subempleo por insuficiencia de tiempo de trabajo; 1.654.387 ; 1.080.671 ; 573.715 ; 988.894 ; 665.493 ;;;;;;;;;;;;
ENEMDU*;ene-21;Subempleo por insuficiencia de ingresos; 226.064 ;144.963;81.101; 191.316 ;34.748;;;;;;;;;;;;
ENEMDU*;ene-21;Empleo no remunerado; 1.089.328 ; 337.443 ; 751.885 ; 368.417 ; 720.911 ;;;;;;;;;;;;
ENEMDU*;ene-21;Otro Empleo no pleno; 2.193.853 ; 1.219.345 ; 974.508 ; 1.247.075 ; 946.778 ;;;;;;;;;;;;
ENEMDU*;ene-21;Empleo no clasificado;66.268;63.925;2.343;39.505;26.764;;;;;;;;;;;;
ENEMDU*;ene-21;Desempleo; 445.172 ; 377.232 ;67.940; 214.240 ; 230.932 ;;;;;;;;;;;;
ENEMDU*;ene-21;Desempleo Abierto; 375.611 ; 320.435 ;55.176; 181.028 ; 194.584 ;;;;;;;;;;;;
ENEMDU*;ene-21;Desempleo Oculto;69.560;56.797;12.763;33.212;36.349;;;;;;;;;;;;
ENEMDU*;ene-21;Desempleo Cesante; 333.142 ; 281.482 ;51.659; 164.248 ; 168.893 ;;;;;;;;;;;;
ENEMDU*;ene-21;Desempleo Nuevo;112.030;95.750;16.280;49.991;62.039;;;;;;;;;;;;
ENEMDU*;ene-21;Población Económicamente Inactiva; 4.241.960 ; 3.343.363 ; 898.597 ; 1.309.980 ; 2.931.980 ;;;;;;;;;;;;
ENEMDU*;feb-21;Población Total; 17.735.700 ; 12.091.079 ; 5.644.621 ; 8.680.829 ; 9.054.871 ;;;;;;;;;;;;
ENEMDU*;feb-21;Población menor de 15 años; 5.133.368 ; 3.308.039 ; 1.825.329 ; 2.516.846 ; 2.616.522 ;;;;;;;;;;;;
ENEMDU*;feb-21;Población en Edad de Trabajar (PET); 12.602.332 ; 8.783.040 ; 3.819.292 ; 6.163.983 ; 6.438.349 ;;;;;;;;;;;;
ENEMDU*;feb-21;Población Económicamente Activa; 8.237.703 ; 5.422.554 ; 2.815.148 ; 4.786.422 ; 3.451.281 ;;;;;;;;;;;;
ENEMDU*;feb-21;Empleo; 7.790.521 ; 5.048.496 ; 2.742.025 ; 4.584.454 ; 3.206.068 ;;;;;;;;;;;;
ENEMDU*;feb-21;Empleo Adecuado/Pleno; 2.575.860 ; 2.101.635 ; 474.225 ; 1.693.420 ; 882.440 ;;;;;;;;;;;;
ENEMDU*;feb-21;Subempleo; 1.923.400 ; 1.273.912 ; 649.488 ; 1.253.564 ; 669.836 ;;;;;;;;;;;;
ENEMDU*;feb-21;Subempleo por insuficiencia de tiempo de trabajo; 1.700.036 ; 1.133.133 ; 566.903 ; 1.083.486 ; 616.549 ;;;;;;;;;;;;
ENEMDU*;feb-21;Subempleo por insuficiencia de ingresos; 223.364 ;140.779;82.586;170.078;53.287;;;;;;;;;;;;
ENEMDU*;feb-21;Empleo no remunerado; 991.265 ; 320.368 ; 670.896 ; 323.814 ; 667.451 ;;;;;;;;;;;;
ENEMDU*;feb-21;Otro Empleo no pleno; 2.207.163 ; 1.266.139 ; 941.025 ; 1.259.553 ; 947.610 ;;;;;;;;;;;;
ENEMDU*;feb-21;Empleo no clasificado;92.833;86.443;6.390;54.103;38.731;;;;;;;;;;;;
ENEMDU*;feb-21;Desempleo; 447.181 ; 374.058 ;73.124; 201.968 ; 245.213 ;;;;;;;;;;;;
ENEMDU*;feb-21;Desempleo Abierto; 396.347 ; 327.354 ;68.993; 176.841 ; 219.507 ;;;;;;;;;;;;
ENEMDU*;feb-21;Desempleo Oculto;50.834;46.704;4.130;25.128;25.706;;;;;;;;;;;;
ENEMDU*;feb-21;Desempleo Cesante; 354.842 ; 310.861 ;43.981; 158.450 ; 196.392 ;;;;;;;;;;;;
ENEMDU*;feb-21;Desempleo Nuevo;92.339;63.197;29.143;43.518;48.821;;;;;;;;;;;;
ENEMDU*;feb-21;Población Económicamente Inactiva; 4.364.629 ; 3.360.486 ; 1.004.144 ; 1.377.561 ; 2.987.068 ;;;;;;;;;;;;
ENEMDU*;mar-21;Población Total; 17.755.809 ; 12.104.788 ; 5.651.021 ; 8.690.670 ; 9.065.139 ;;;;;;;;;;;;
ENEMDU*;mar-21;Población menor de 15 años; 5.139.189 ; 3.311.790 ; 1.827.399 ; 2.519.699 ; 2.619.490 ;;;;;;;;;;;;
ENEMDU*;mar-21;Población en Edad de Trabajar (PET); 12.616.620 ; 8.792.998 ; 3.823.622 ; 6.170.971 ; 6.445.649 ;;;;;;;;;;;;
ENEMDU*;mar-21;Población Económicamente Activa; 8.054.254 ; 5.276.240 ; 2.778.014 ; 4.781.254 ; 3.273.000 ;;;;;;;;;;;;
ENEMDU*;mar-21;Empleo; 7.661.623 ; 4.954.518 ; 2.707.105 ; 4.596.735 ; 3.064.888 ;;;;;;;;;;;;
ENEMDU*;mar-21;Empleo Adecuado/Pleno; 2.547.396 ; 2.055.971 ; 491.425 ; 1.690.474 ; 856.923 ;;;;;;;;;;;;
ENEMDU*;mar-21;Subempleo; 1.853.492 ; 1.232.621 ; 620.871 ; 1.205.517 ; 647.975 ;;;;;;;;;;;;
ENEMDU*;mar-21;Subempleo por insuficiencia de tiempo de trabajo; 1.674.864 ; 1.118.501 ; 556.364 ; 1.071.082 ; 603.782 ;;;;;;;;;;;;
ENEMDU*;mar-21;Subempleo por insuficiencia de ingresos; 178.627 ;114.120;64.507;134.435;44.193;;;;;;;;;;;;
ENEMDU*;mar-21;Empleo no remunerado; 1.015.623 ; 307.820 ; 707.803 ; 364.966 ; 650.657 ;;;;;;;;;;;;
ENEMDU*;mar-21;Otro Empleo no pleno; 2.190.745 ; 1.308.886 ; 881.859 ; 1.299.176 ; 891.568 ;;;;;;;;;;;;
ENEMDU*;mar-21;Empleo no clasificado;54.368;49.221;5.147;36.602;17.766;;;;;;;;;;;;
ENEMDU*;mar-21;Desempleo; 392.631 ; 321.722 ;70.909; 184.520 ; 208.111 ;;;;;;;;;;;;
ENEMDU*;mar-21;Desempleo Abierto; 336.608 ; 278.076 ;58.533; 159.022 ; 177.586 ;;;;;;;;;;;;
ENEMDU*;mar-21;Desempleo Oculto;56.022;43.646;12.377;25.498;30.525;;;;;;;;;;;;
ENEMDU*;mar-21;Desempleo Cesante; 305.788 ; 252.673 ;53.114; 141.217 ; 164.571 ;;;;;;;;;;;;
ENEMDU*;mar-21;Desempleo Nuevo;86.843;69.048;17.795;43.302;43.541;;;;;;;;;;;;
ENEMDU*;mar-21;Población Económicamente Inactiva; 4.562.366 ; 3.516.758 ; 1.045.608 ; 1.389.717 ; 3.172.649 ;;;;;;;;;;;;
ENEMDU*;abr-21;Población Total; 17.775.940 ; 12.118.513 ; 5.657.427 ; 8.700.523 ; 9.075.417 ;;;;;;;;;;;;
ENEMDU*;abr-21;Población menor de 15 años; 5.145.015 ; 3.315.545 ; 1.829.470 ; 2.522.555 ; 2.622.460 ;;;;;;;;;;;;
ENEMDU*;abr-21;Población en Edad de Trabajar (PET); 12.630.925 ; 8.802.968 ; 3.827.957 ; 6.177.968 ; 6.452.957 ;;;;;;;;;;;;
ENEMDU*;abr-21;Población Económicamente Activa; 8.324.590 ; 5.429.841 ; 2.894.749 ; 4.837.833 ; 3.486.757 ;;;;;;;;;;;;
ENEMDU*;abr-21;Empleo; 7.898.750 ; 5.062.501 ; 2.836.249 ; 4.635.095 ; 3.263.655 ;;;;;;;;;;;;
ENEMDU*;abr-21;Empleo Adecuado/Pleno; 2.565.865 ; 2.080.984 ; 484.881 ; 1.698.642 ; 867.224 ;;;;;;;;;;;;
ENEMDU*;abr-21;Subempleo; 1.941.860 ; 1.287.448 ; 654.412 ; 1.194.094 ; 747.766 ;;;;;;;;;;;;
ENEMDU*;abr-21;Subempleo por insuficiencia de tiempo de trabajo; 1.770.788 ; 1.179.159 ; 591.629 ; 1.060.751 ; 710.037 ;;;;;;;;;;;;
ENEMDU*;abr-21;Subempleo por insuficiencia de ingresos; 171.072 ;108.289;62.782;133.343;37.729;;;;;;;;;;;;
ENEMDU*;abr-21;Empleo no remunerado; 1.079.300 ; 302.075 ; 777.224 ; 376.529 ; 702.770 ;;;;;;;;;;;;
ENEMDU*;abr-21;Otro Empleo no pleno; 2.243.726 ; 1.328.171 ; 915.556 ; 1.322.428 ; 921.299 ;;;;;;;;;;;;
ENEMDU*;abr-21;Empleo no clasificado;67.998;63.822;4.176;43.403;24.596;;;;;;;;;;;;
ENEMDU*;abr-21;Desempleo; 425.840 ; 367.340 ;58.500; 202.739 ; 223.101 ;;;;;;;;;;;;
ENEMDU*;abr-21;Desempleo Abierto; 375.794 ; 323.264 ;52.530; 182.732 ; 193.062 ;;;;;;;;;;;;
ENEMDU*;abr-21;Desempleo Oculto;50.046;44.076;5.970;20.007;30.039;;;;;;;;;;;;
ENEMDU*;abr-21;Desempleo Cesante; 345.075 ; 296.115 ;48.960; 165.227 ; 179.848 ;;;;;;;;;;;;
ENEMDU*;abr-21;Desempleo Nuevo;80.764;71.225;9.540;37.511;43.253;;;;;;;;;;;;
ENEMDU*;abr-21;Población Económicamente Inactiva; 4.306.335 ; 3.373.127 ; 933.208 ; 1.340.135 ; 2.966.200 ;;;;;;;;;;;;
ENEMDU*;may-21;Población Total; 17.796.100 ; 12.132.257 ; 5.663.843 ; 8.710.391 ; 9.085.709 ;;;;;;;;;;;;
ENEMDU*;may-21;Población menor de 15 años; 5.150.850 ; 3.319.305 ; 1.831.545 ; 2.525.416 ; 2.625.434 ;;;;;;;;;;;;
ENEMDU*;may-21;Población en Edad de Trabajar (PET); 12.645.250 ; 8.812.952 ; 3.832.298 ; 6.184.975 ; 6.460.275 ;;;;;;;;;;;;
ENEMDU*;may-21;Población Económicamente Activa; 8.501.293 ; 5.588.642 ; 2.912.651 ; 4.893.720 ; 3.607.573 ;;;;;;;;;;;;
ENEMDU*;may-21;Empleo; 7.963.336 ; 5.112.679 ; 2.850.657 ; 4.610.336 ; 3.352.999 ;;;;;;;;;;;;
ENEMDU*;may-21;Empleo Adecuado/Pleno; 2.569.033 ; 2.089.224 ; 479.809 ; 1.753.684 ; 815.349 ;;;;;;;;;;;;
ENEMDU*;may-21;Subempleo; 1.970.477 ; 1.276.366 ; 694.112 ; 1.239.782 ; 730.695 ;;;;;;;;;;;;
ENEMDU*;may-21;Subempleo por insuficiencia de tiempo de trabajo; 1.742.660 ; 1.154.765 ; 587.895 ; 1.075.435 ; 667.225 ;;;;;;;;;;;;
ENEMDU*;may-21;Subempleo por insuficiencia de ingresos; 227.818 ; 121.601 ;106.217; 164.347 ;63.470;;;;;;;;;;;;
ENEMDU*;may-21;Empleo no remunerado; 1.082.268 ; 347.145 ; 735.123 ; 343.065 ; 739.203 ;;;;;;;;;;;;
ENEMDU*;may-21;Otro Empleo no pleno; 2.248.648 ; 1.307.540 ; 941.108 ; 1.220.852 ; 1.027.795 ;;;;;;;;;;;;
ENEMDU*;may-21;Empleo no clasificado;92.910;92.404;506;52.953;39.957;;;;;;;;;;;;
ENEMDU*;may-21;Desempleo; 537.958 ; 475.964 ;61.994; 283.384 ; 254.574 ;;;;;;;;;;;;
ENEMDU*;may-21;Desempleo Abierto; 484.646 ; 427.000 ;57.646; 259.963 ; 224.683 ;;;;;;;;;;;;
ENEMDU*;may-21;Desempleo Oculto;53.312;48.964;4.348;23.421;29.891;;;;;;;;;;;;
ENEMDU*;may-21;Desempleo Cesante; 449.379 ; 403.845 ;45.534; 240.786 ; 208.593 ;;;;;;;;;;;;
ENEMDU*;may-21;Desempleo Nuevo;88.579;72.119;16.460;42.597;45.981;;;;;;;;;;;;
ENEMDU*;may-21;Población Económicamente Inactiva; 4.143.957 ; 3.224.310 ; 919.647 ; 1.291.255 ; 2.852.702 ;;;;;;;;;;;;
ENEMDU*;jun-21;Población Total; 17.816.276 ; 12.146.012 ; 5.670.264 ; 8.720.267 ; 9.096.009 ;;;;;;;;;;;;
ENEMDU*;jun-21;Población menor de 15 años; 5.156.690 ; 3.323.068 ; 1.833.622 ; 2.528.280 ; 2.628.410 ;;;;;;;;;;;;
ENEMDU*;jun-21;Población en Edad de Trabajar (PET); 12.659.586 ; 8.822.944 ; 3.836.642 ; 6.191.987 ; 6.467.599 ;;;;;;;;;;;;
ENEMDU*;jun-21;Población Económicamente Activa; 8.332.656 ; 5.536.162 ; 2.796.494 ; 4.861.595 ; 3.471.061 ;;;;;;;;;;;;
ENEMDU*;jun-21;Empleo; 7.905.781 ; 5.161.607 ; 2.744.173 ; 4.667.471 ; 3.238.310 ;;;;;;;;;;;;
ENEMDU*;jun-21;Empleo Adecuado/Pleno; 2.604.263 ; 2.111.636 ; 492.627 ; 1.744.975 ; 859.288 ;;;;;;;;;;;;
ENEMDU*;jun-21;Subempleo; 1.917.390 ; 1.310.574 ; 606.816 ; 1.205.167 ; 712.224 ;;;;;;;;;;;;
ENEMDU*;jun-21;Subempleo por insuficiencia de tiempo de trabajo; 1.707.045 ; 1.180.924 ; 526.121 ; 1.048.711 ; 658.334 ;;;;;;;;;;;;
ENEMDU*;jun-21;Subempleo por insuficiencia de ingresos; 210.346 ; 129.651 ;80.695; 156.456 ;53.890;;;;;;;;;;;;
ENEMDU*;jun-21;Empleo no remunerado; 1.074.505 ; 327.361 ; 747.144 ; 369.992 ; 704.513 ;;;;;;;;;;;;
ENEMDU*;jun-21;Otro Empleo no pleno; 2.254.112 ; 1.358.535 ; 895.577 ; 1.312.957 ; 941.155 ;;;;;;;;;;;;
ENEMDU*;jun-21;Empleo no clasificado;55.511;53.502;2.009;34.380;21.131;;;;;;;;;;;;
ENEMDU*;jun-21;Desempleo; 426.875 ; 374.555 ;52.320; 194.124 ; 232.751 ;;;;;;;;;;;;
ENEMDU*;jun-21;Desempleo Abierto; 390.459 ; 346.003 ;44.455; 180.083 ; 210.376 ;;;;;;;;;;;;
ENEMDU*;jun-21;Desempleo Oculto;36.416;28.551;7.865;14.041;22.375;;;;;;;;;;;;
ENEMDU*;jun-21;Desempleo Cesante; 334.708 ; 297.790 ;36.919; 153.500 ; 181.208 ;;;;;;;;;;;;
ENEMDU*;jun-21;Desempleo Nuevo;92.167;76.765;15.402;40.624;51.543;;;;;;;;;;;;
ENEMDU*;jun-21;Población Económicamente Inactiva; 4.326.930 ; 3.286.782 ; 1.040.148 ; 1.330.392 ; 2.996.538 ;;;;;;;;;;;;
ENEMDU*;jul-21;Población Total; 17.836.481 ; 12.159.788 ; 5.676.693 ; 8.730.155 ; 9.106.326 ;;;;;;;;;;;;
ENEMDU*;jul-21;Población menor de 15 años; 5.162.538 ; 3.326.837 ; 1.835.701 ; 2.531.146 ; 2.631.392 ;;;;;;;;;;;;
ENEMDU*;jul-21;Población en Edad de Trabajar (PET); 12.673.943 ; 8.832.951 ; 3.840.992 ; 6.199.009 ; 6.474.934 ;;;;;;;;;;;;
ENEMDU*;jul-21;Población Económicamente Activa; 8.277.483 ; 5.496.749 ; 2.780.734 ; 4.841.849 ; 3.435.634 ;;;;;;;;;;;;
ENEMDU*;jul-21;Empleo; 7.850.799 ; 5.145.078 ; 2.705.722 ; 4.657.873 ; 3.192.926 ;;;;;;;;;;;;
ENEMDU*;jul-21;Empleo Adecuado/Pleno; 2.631.708 ; 2.119.242 ; 512.466 ; 1.790.194 ; 841.514 ;;;;;;;;;;;;
ENEMDU*;jul-21;Subempleo; 2.035.106 ; 1.389.069 ; 646.037 ; 1.255.730 ; 779.376 ;;;;;;;;;;;;
ENEMDU*;jul-21;Subempleo por insuficiencia de tiempo de trabajo; 1.814.549 ; 1.261.597 ; 552.952 ; 1.091.527 ; 723.022 ;;;;;;;;;;;;
ENEMDU*;jul-21;Subempleo por insuficiencia de ingresos; 220.556 ; 127.472 ; 93.084 ; 164.203 ; 56.354 ;;;;;;;;;;;;
ENEMDU*;jul-21;Empleo no remunerado; 916.424 ; 259.899 ; 656.525 ; 305.866 ; 610.558 ;;;;;;;;;;;;
ENEMDU*;jul-21;Otro Empleo no pleno; 2.204.818 ; 1.314.829 ; 889.989 ; 1.271.008 ; 933.810 ;;;;;;;;;;;;
ENEMDU*;jul-21;Empleo no clasificado; 62.744 ; 62.039 ; 705 ; 35.075 ; 27.669 ;;;;;;;;;;;;
ENEMDU*;jul-21;Desempleo; 426.684 ; 351.672 ; 75.012 ; 183.976 ; 242.708 ;;;;;;;;;;;;
ENEMDU*;jul-21;Desempleo Abierto; 389.392 ; 323.940 ; 65.453 ; 167.450 ; 221.943 ;;;;;;;;;;;;
ENEMDU*;jul-21;Desempleo Oculto; 37.292 ; 27.732 ; 9.560 ; 16.526 ; 20.765 ;;;;;;;;;;;;
ENEMDU*;jul-21;Desempleo Cesante; 349.254 ; 290.361 ; 58.893 ; 159.953 ; 189.301 ;;;;;;;;;;;;
ENEMDU*;jul-21;Desempleo Nuevo; 77.430 ; 61.310 ; 16.120 ; 24.023 ; 53.407 ;;;;;;;;;;;;
ENEMDU*;jul-21;Población Económicamente Inactiva; 4.396.460 ; 3.336.202 ; 1.060.258 ; 1.357.160 ; 3.039.300 ;;;;;;;;;;;;
ENEMDU*;ago-21;Población Total; 17.856.714 ; 12.173.545 ; 5.683.169 ; 8.740.040 ; 9.116.674 ;;;;;;;;;;;;
ENEMDU*;ago-21;Población menor de 15 años; 5.157.946 ; 3.326.802 ; 1.831.144 ; 2.534.311 ; 2.623.635 ;;;;;;;;;;;;
ENEMDU*;ago-21;Población en Edad de Trabajar (PET); 12.698.768 ; 8.846.743 ; 3.852.025 ; 6.205.729 ; 6.493.039 ;;;;;;;;;;;;
ENEMDU*;ago-21;Población Económicamente Activa; 8.540.363 ; 5.641.720 ; 2.898.643 ; 4.967.153 ; 3.573.210 ;;;;;;;;;;;;
ENEMDU*;ago-21;Empleo; 8.125.322 ; 5.289.816 ; 2.835.506 ; 4.770.004 ; 3.355.318 ;;;;;;;;;;;;
ENEMDU*;ago-21;Empleo Adecuado/Pleno; 2.770.656 ; 2.237.145 ; 533.511 ; 1.858.419 ; 912.238 ;;;;;;;;;;;;
ENEMDU*;ago-21;Subempleo; 1.887.050 ; 1.221.012 ; 666.038 ; 1.223.683 ; 663.367 ;;;;;;;;;;;;
ENEMDU*;ago-21;Subempleo por insuficiencia de tiempo de trabajo; 1.657.001 ; 1.090.839 ; 566.162 ; 1.050.784 ; 606.217 ;;;;;;;;;;;;
ENEMDU*;ago-21;Subempleo por insuficiencia de ingresos; 230.049 ; 130.173 ; 99.876 ; 172.899 ; 57.150 ;;;;;;;;;;;;
ENEMDU*;ago-21;Empleo no remunerado; 950.882 ; 313.241 ; 637.641 ; 303.444 ; 647.438 ;;;;;;;;;;;;
ENEMDU*;ago-21;Otro Empleo no pleno; 2.451.125 ; 1.454.867 ; 996.258 ; 1.345.509 ; 1.105.616 ;;;;;;;;;;;;
ENEMDU*;ago-21;Empleo no clasificado; 65.610 ; 63.551 ; 2.058 ; 38.950 ; 26.659 ;;;;;;;;;;;;
ENEMDU*;ago-21;Desempleo; 415.041 ; 351.904 ; 63.137 ; 197.148 ; 217.893 ;;;;;;;;;;;;
ENEMDU*;ago-21;Desempleo Abierto; 366.825 ; 312.992 ; 53.833 ; 173.915 ; 192.909 ;;;;;;;;;;;;
ENEMDU*;ago-21;Desempleo Oculto; 48.216 ; 38.912 ; 9.304 ; 23.233 ; 24.983 ;;;;;;;;;;;;
ENEMDU*;ago-21;Desempleo Cesante; 329.454 ; 278.480 ; 50.973 ; 159.977 ; 169.477 ;;;;;;;;;;;;
ENEMDU*;ago-21;Desempleo Nuevo; 85.587 ; 73.424 ; 12.164 ; 37.172 ; 48.416 ;;;;;;;;;;;;
ENEMDU*;ago-21;Población Económicamente Inactiva; 4.158.405 ; 3.205.023 ; 953.382 ; 1.238.576 ; 2.919.829 ;;;;;;;;;;;;
ENEMDU*;sep-21;Población Total; 17.876.935 ; 12.187.353 ; 5.689.582 ; 8.749.956 ; 9.126.979 ;;;;;;;;;;;;
ENEMDU*;sep-21;Población menor de 15 años; 5.163.280 ; 3.330.248 ; 1.833.032 ; 2.536.932 ; 2.626.348 ;;;;;;;;;;;;
ENEMDU*;sep-21;Población en Edad de Trabajar (PET); 12.713.655 ; 8.857.105 ; 3.856.550 ; 6.213.024 ; 6.500.631 ;;;;;;;;;;;;
ENEMDU*;sep-21;Población Económicamente Activa; 8.479.137 ; 5.584.638 ; 2.894.499 ; 4.893.521 ; 3.585.616 ;;;;;;;;;;;;
ENEMDU*;sep-21;Empleo; 8.066.696 ; 5.221.035 ; 2.845.661 ; 4.703.184 ; 3.363.512 ;;;;;;;;;;;;
ENEMDU*;sep-21;Empleo Adecuado/Pleno; 2.843.732 ; 2.304.048 ; 539.684 ; 1.894.302 ; 949.430 ;;;;;;;;;;;;
ENEMDU*;sep-21;Subempleo; 1.921.312 ; 1.170.752 ; 750.560 ; 1.159.844 ; 761.468 ;;;;;;;;;;;;
ENEMDU*;sep-21;Subempleo por insuficiencia de tiempo de trabajo; 1.715.190 ; 1.054.926 ; 660.263 ; 1.014.175 ; 701.015 ;;;;;;;;;;;;
ENEMDU*;sep-21;Subempleo por insuficiencia de ingresos; 206.122 ; 115.826 ; 90.297 ; 145.670 ; 60.453 ;;;;;;;;;;;;
ENEMDU*;sep-21;Empleo no remunerado; 917.971 ; 290.830 ; 627.141 ; 356.288 ; 561.683 ;;;;;;;;;;;;
ENEMDU*;sep-21;Otro Empleo no pleno; 2.340.071 ; 1.413.295 ; 926.776 ; 1.274.171 ; 1.065.900 ;;;;;;;;;;;;
ENEMDU*;sep-21;Empleo no clasificado; 43.609 ; 42.109 ; 1.500 ; 18.578 ; 25.031 ;;;;;;;;;;;;
ENEMDU*;sep-21;Desempleo; 412.441 ; 363.603 ; 48.838 ; 190.337 ; 222.104 ;;;;;;;;;;;;
ENEMDU*;sep-21;Desempleo Abierto; 365.938 ; 327.679 ; 38.259 ; 167.619 ; 198.320 ;;;;;;;;;;;;
ENEMDU*;sep-21;Desempleo Oculto; 46.503 ; 35.924 ; 10.579 ; 22.718 ; 23.785 ;;;;;;;;;;;;
ENEMDU*;sep-21;Desempleo Cesante; 326.590 ; 292.200 ; 34.390 ; 155.317 ; 171.272 ;;;;;;;;;;;;
ENEMDU*;sep-21;Desempleo Nuevo; 85.851 ; 71.403 ; 14.448 ; 35.019 ; 50.832 ;;;;;;;;;;;;
ENEMDU*;sep-21;Población Económicamente Inactiva; 4.234.518 ; 3.272.467 ; 962.051 ; 1.319.503 ; 2.915.015 ;;;;;;;;;;;;
ENEMDU*;oct-21;Población Total; 17.897.230 ; 12.201.204 ; 5.696.026 ; 8.759.895 ; 9.137.335 ;;;;;;;;;;;;
ENEMDU*;oct-21;Población menor de 15 años; 5.168.642 ; 3.333.702 ; 1.834.940 ; 2.539.568 ; 2.629.074 ;;;;;;;;;;;;
ENEMDU*;oct-21;Población en Edad de Trabajar (PET); 12.728.588 ; 8.867.502 ; 3.861.086 ; 6.220.327 ; 6.508.261 ;;;;;;;;;;;;
ENEMDU*;oct-21;Población Económicamente Activa; 8.398.347 ; 5.560.082 ; 2.838.265 ; 4.895.582 ; 3.502.766 ;;;;;;;;;;;;
ENEMDU*;oct-21;Empleo; 8.014.144 ; 5.240.876 ; 2.773.268 ; 4.719.331 ; 3.294.813 ;;;;;;;;;;;;
ENEMDU*;oct-21;Empleo Adecuado/Pleno; 2.684.258 ; 2.237.457 ; 446.800 ; 1.851.954 ; 832.303 ;;;;;;;;;;;;
